Repo Name,File Path,File Type,IsPod,IfSecurityAttackExist,Attack#1,Attack#2,Attack#3,Attack#4,Attack#5,Attack#6,Attack#7,Attack#8,Attack#9,Attack#10,Output,RunTime
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\kubecon-demo\2020-NA\App\nginx_demo.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\demo\\kubecon-demo\\2020-NA\\App\\nginx_demo.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\kubecon-demo\2020-NA\Argo\rbac-argo-service.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\kubecon-demo\2020-NA\ChaosExecution\rbac-chaos-admin.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\litmus-metrics\chaos-exporter.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\demo\\sample-applications\\sock-shop\\deploy\\litmus-metrics\\chaos-exporter.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\02-prometheus-rbac.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\03-prometheus-configmap.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\04-prometheus-alert-rules.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\05-prometheus-deployment.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\demo\\sample-applications\\sock-shop\\deploy\\monitoring\\05-prometheus-deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\07-grafana-deployment.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\demo\\sample-applications\\sock-shop\\deploy\\monitoring\\07-grafana-deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\09-grafana-import-dashboard.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\carts-db.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\carts.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\catalogue-db.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\demo\\sample-applications\\sock-shop\\deploy\\sock-shop\\catalogue-db.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\catalogue.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\front-end.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\orders-db.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\orders.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\payment.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\queue-master.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\demo\\sample-applications\\sock-shop\\deploy\\sock-shop\\queue-master.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\rabbitmq.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\shipping.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\user-db.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\user-load.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\demo\\sample-applications\\sock-shop\\deploy\\sock-shop\\user-load.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\user.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\alert-manager-with-service-monitor\alertmanager-secret.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\alert-manager-with-service-monitor\alertmanager-sericeaccount.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\grafana\dashboard-configMaps.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\grafana\datasource-configMap.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\grafana\deployment.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\monitoring\\utils\\grafana\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\kube-state-metrics\cluster-role-binding.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\kube-state-metrics\cluster-role.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\kube-state-metrics\deployment.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\kube-state-metrics\service-account.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\litmus-metrics\chaos-exporter\chaos-exporter.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\monitoring\\utils\\metrics-exporters\\litmus-metrics\\chaos-exporter\\chaos-exporter.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\mysqld-exporter\deployment.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\monitoring\\utils\\metrics-exporters\\mysqld-exporter\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\node-exporter\cluster-role-binding.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\node-exporter\cluster-role.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\node-exporter\daemonset.yaml,,1,1,,,,,,1,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\monitoring\\utils\\metrics-exporters\\node-exporter\\daemonset.yaml', 'detected_dangerous_patterns_summary': ['ATTACK6_HOSTPID'], 'details': {'ATTACK6_HOSTPID': {'reason': 'With these configuration parameter combinations, the attacks grant access to the host��s process namespace, allowing containers to observe or interfere with host processes.', 'dangerous_configuration_key_combinations': {'hostPID': 'true'}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\node-exporter\service-account.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\prometheus-blackbox-exporter-metrics\configmap.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters\prometheus-blackbox-exporter-metrics\deployment.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\kube-state-metrics\cluster-role-binding.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\kube-state-metrics\cluster-role.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\kube-state-metrics\deployment.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\kube-state-metrics\service-account.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\litmus-metrics\chaos-exporter\chaos-exporter.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\monitoring\\utils\\metrics-exporters-with-service-monitors\\litmus-metrics\\chaos-exporter\\chaos-exporter.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\litmus-metrics\chaos-exporter\service-account.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\mysqld-exporter\deployment.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\monitoring\\utils\\metrics-exporters-with-service-monitors\\mysqld-exporter\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\mysqld-exporter\service-account.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\node-exporter\cluster-role-binding.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\node-exporter\cluster-role.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\node-exporter\daemonset.yaml,,1,1,,,,,,1,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\monitoring\\utils\\metrics-exporters-with-service-monitors\\node-exporter\\daemonset.yaml', 'detected_dangerous_patterns_summary': ['ATTACK6_HOSTPID'], 'details': {'ATTACK6_HOSTPID': {'reason': 'With these configuration parameter combinations, the attacks grant access to the host��s process namespace, allowing containers to observe or interfere with host processes.', 'dangerous_configuration_key_combinations': {'hostPID': 'true'}}}}",
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\node-exporter\service-account.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\prometheus-blackbox-exporter-metrics\configmap.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\prometheus-blackbox-exporter-metrics\deployment.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-configuration\cluster-role-binding.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-configuration\cluster-role.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-configuration\service-account.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-operator\cluster-role-binding.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-operator\cluster-role.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-operator\crd-podmonitor.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-operator\deployment.yaml,,1,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-operator\service-account.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-scrape-configuration\01-prometheus-rbac.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-scrape-configuration\02-prometheus-configMap.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-scrape-configuration\prometheus-alert-rules.yaml,,,0,,,,,,,,,,,,
litmus,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\litmus\monitoring\utils\prometheus\prometheus-scrape-configuration\prometheus-deployment.yaml,,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\litmus\\monitoring\\utils\\prometheus\\prometheus-scrape-configuration\\prometheus-deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\clusterrole.yaml,Helm,,0,,,,,,,,,,,,
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\clusterrolebinding.yaml,Helm,,0,,,,,,,,,,,,
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\daemonset-sa.yaml,Helm,1,1,,,,1,,,,,1,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\longhorn\\chart\\templates\\daemonset-sa.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY', 'ATTACK9_PRIVILEGED'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}, 'ATTACK9_PRIVILEGED': {'reason': 'With these configuration parameter combinations, the attacks run containers in privileged mode, giving them full access to all devices and capabilities on the host.', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false', 'allowPrivilegeEscalation': 'true', 'privileged': 'true'}}}}}",
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\default-setting.yaml,Helm,,0,,,,,,,,,,,,
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\deployment-driver.yaml,Helm,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\longhorn\\chart\\templates\\deployment-driver.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\deployment-ui.yaml,Helm,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\longhorn\\chart\\templates\\deployment-ui.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\ingress.yaml,Helm,,0,,,,,,,,,,,,
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\postupgrade-job.yaml,Helm,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\longhorn\\chart\\templates\\postupgrade-job.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\preupgrade-job.yaml,Helm,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\longhorn\\chart\\templates\\preupgrade-job.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFileSystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\psp.yaml,Helm,,0,,,,,,,,,,,,
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\registry-secret.yaml,Helm,,0,,,,,,,,,,,,
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\storageclass.yaml,Helm,,0,,,,,,,,,,,,
longhorn,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\longhorn\chart\templates\tls-secrets.yaml,Helm,,0,,,,,,,,,,,,
